Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Biovar	Race	Phylotype	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Predicted Species	Contig Number	No. N's	Barcode
RAL_AA0229AA	Race 3, Biovar 1	SRR21541341;ILLUMINA;Paired;;SRX17543600;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821980	SRS15090832	2024-11-08	2022-09-23	RAL_AA0229AA	Assembled	95.4	5.2	101492	5256433	Ralstonia solanacearum;100.0%	143	611	RAL_AA0706AA_AS
RAL_AA0230AA	Race 3, Biovar 1	SRR21541342;ILLUMINA;Paired;;SRX17543599;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821979	SRS15090831	2024-11-08	2022-09-23	RAL_AA0230AA	Assembled	94.1	5.2	100334	5255552	Ralstonia solanacearum;100.0%	145	1093	RAL_AA0369AA_AS
RAL_AA0231AA	Race 3, Biovar 1	SRR21541343;ILLUMINA;Paired;;SRX17543598;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821957	SRS15090830	2024-11-08	2022-09-23	RAL_AA0231AA	Assembled	83	5.2	101836	5256156	Ralstonia solanacearum;100.0%	141	982	RAL_AA0370AA_AS
RAL_AA0232AA	Race 3, Biovar 1	SRR21541344;ILLUMINA;Paired;;SRX17543597;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821956	SRS15090829	2024-11-08	2022-09-23	RAL_AA0232AA	Assembled	84.7	5.2	100334	5229625	Ralstonia solanacearum;100.0%	144	1042	RAL_AA0219AA_AS
RAL_AA0233AA	Race 3, Biovar 1	SRR21541345;ILLUMINA;Paired;;SRX17543596;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821955	SRS15090828	2024-11-08	2022-09-23	RAL_AA0233AA	Assembled	75.7	5.2	93221	5271350	Ralstonia solanacearum;99.61%	148	1780	RAL_AA0220AA_AS
RAL_AA0234AA	Race 3, Biovar 1	SRR21541346;ILLUMINA;Paired;;SRX17543595;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821954	SRS15090826	2024-11-08	2022-09-23	RAL_AA0234AA	Assembled	92.5	5.2	101492	5256547	Ralstonia solanacearum;100.0%	142	1077	RAL_AA0371AA_AS
RAL_AA0235AA	Race 3, Biovar 1	SRR21541347;ILLUMINA;Paired;;SRX17543594;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821953	SRS15090827	2024-11-08	2022-09-23	RAL_AA0235AA	Assembled	94.2	5.2	101492	5239346	Ralstonia solanacearum;100.0%	142	714	RAL_AA0372AA_AS
RAL_AA0236AA	Race 3, Biovar 1	SRR21541348;ILLUMINA;Paired;;SRX17543593;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821952	SRS15090825	2024-11-08	2022-09-23	RAL_AA0236AA	Assembled	75.4	5.2	110339	5255051	Ralstonia solanacearum;100.0%	141	926	RAL_AA0223AA_AS
RAL_AA0237AA	Race 3, Biovar 1	SRR21541349;ILLUMINA;Paired;;SRX17543592;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821951	SRS15090824	2024-11-08	2022-09-23	RAL_AA0237AA	Assembled	87.3	5.2	100333	5256285	Ralstonia solanacearum;100.0%	147	1163	RAL_AA0707AA_AS
RAL_AA0239AA	Race 3, Biovar 1	SRR21541351;ILLUMINA;Paired;;SRX17543590;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821949	SRS15090822	2024-11-08	2022-09-23	RAL_AA0239AA	Assembled	82.7	5.2	100333	5256830	Ralstonia solanacearum;100.0%	144	1223	RAL_AA0226AA_AS
RAL_AA0240AA	Race 3, Biovar 1	SRR21541352;ILLUMINA;Paired;;SRX17543589;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821948	SRS15090821	2024-11-08	2022-09-23	RAL_AA0240AA	Assembled	88.6	5.2	110342	5255892	Ralstonia solanacearum;100.0%	138	701	RAL_AA0374AA_AS
RAL_AA0241AA	YO034	SRR18649506;ILLUMINA;Paired;;SRX14752633;SRA,SRR21541353;OXFORD_NANOPORE;Single;;SRX17543588;SRA	Environment	Plant	Heliconia sp.	1958				North America	Costa Rica							University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN27356503	SRS12514034	2024-11-08	2022-09-23	RAL_AA0241AA	Assembled	57.6	5.2	112137	5722896	Ralstonia solanacearum;99.82%	136	4747	RAL_AA0375AA_AS
RAL_AA0242AA	Race 3, Biovar 1	SRR21541354;ILLUMINA;Paired;;SRX17543587;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821947	SRS15090820	2024-11-08	2022-09-23	RAL_AA0242AA	Assembled	84.4	5.2	101494	5245068	Ralstonia solanacearum;100.0%	144	1278	RAL_AA0237AA_AS
RAL_AA0243AA	Race 3, Biovar 1	SRR21541355;ILLUMINA;Paired;;SRX17543586;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821946	SRS15090819	2024-11-08	2022-09-23	RAL_AA0243AA	Assembled	78.6	5.2	93218	5270642	Ralstonia solanacearum;99.43%	149	3208	RAL_AA0238AA_AS
RAL_AA0244AA	Race 3, Biovar 1	SRR21541356;ILLUMINA;Paired;;SRX17543585;SRA	Environment	Plant	Potato	1992				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821945	SRS15090818	2024-11-08	2022-09-23	RAL_AA0244AA	Assembled	68.8	5.2	101497	5246785	Ralstonia solanacearum;100.0%	140	1440	RAL_AA0376AA_AS
RAL_AA0245AA	Race 3, Biovar 1	SRR21541357;ILLUMINA;Paired;;SRX17543584;SRA	Environment	Plant	Potato	1992				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821944	SRS15090817	2024-11-08	2022-09-23	RAL_AA0245AA	Assembled	50.6	5.2	101847	5253944	Ralstonia solanacearum;100.0%	138	1932	RAL_AA0240AA_AS
RAL_AA0246AA	Race 3, Biovar 1	SRR21541358;ILLUMINA;Paired;;SRX17543583;SRA	Environment	Plant	Potato	1992				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821943	SRS15090816	2024-11-08	2022-09-23	RAL_AA0246AA	Assembled	63.5	5.2	101909	5256321	Ralstonia solanacearum;100.0%	139	1055	RAL_AA0241AA_AS
RAL_AA0247AA	Race 3, Biovar 1	SRR21541359;ILLUMINA;Paired;;SRX17543582;SRA	Environment	Plant	Potato	1992				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821942	SRS15090814	2024-11-08	2022-09-23	RAL_AA0247AA	Assembled	59.5	5.2	110342	5255937	Ralstonia solanacearum;100.0%	135	1326	RAL_AA0242AA_AS
RAL_AA0248AA	Race 3, Biovar 1	SRR21541360;ILLUMINA;Paired;;SRX17543581;SRA	Environment	Plant	Potato	1992				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821941	SRS15090815	2024-11-08	2022-09-23	RAL_AA0248AA	Assembled	60.9	5.2	84065	5291991	Ralstonia solanacearum;98.28%	162	11481	RAL_AA0243AA_AS
RAL_AA0249AA	Race 3, Biovar 1	SRR21541361;ILLUMINA;Paired;;SRX17543580;SRA	Environment	Plant	Potato	1992				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821940	SRS15090813	2024-11-08	2022-09-23	RAL_AA0249AA	Assembled	61.3	5.2	101497	5261001	Ralstonia solanacearum;99.62%	140	1859	RAL_AA0708AA_AS
RAL_AA0250AA	Race 3, Biovar 1	SRR21541362;ILLUMINA;Paired;;SRX17543579;SRA	Environment	Plant	Potato	1992				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821939	SRS15090811	2024-11-08	2022-09-23	RAL_AA0250AA	Assembled	52.9	5.2	93222	5347242	Ralstonia solanacearum;98.66%	150	8569	RAL_AA0709AA_AS
RAL_AA0252AA	YO017	SRR18649536;ILLUMINA;Paired;;SRX14752603;SRA,SRR21541364;OXFORD_NANOPORE;Single;;SRX17543577;SRA	Environment	Plant	Potato	1991				South America	Brazil	Santa Catarina		Joinville				University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN27356486	SRS12514003	2024-11-08	2022-09-23	RAL_AA0252AA	Assembled	48.7	5.2	101314	5300718	Ralstonia solanacearum;100.0%	146	1851	RAL_AA0710AA_AS
RAL_AA0254AA	UW551	SRR18649526;ILLUMINA;Paired;;SRX14752613;SRA,SRR21541366;OXFORD_NANOPORE;Single;;SRX17543575;SRA	Environment	Plant	Pelargonium x hortorum	2003				North America	United States	Arkansas	Benton County	Siloam Springs		36.1976379	-94.5268499	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN27356657	SRS12514013	2024-11-08	2022-09-23	RAL_AA0254AA	Assembled	74.6	5.2	110339	5224758	Ralstonia solanacearum;100.0%	135	982	RAL_AA0711AA_AS
RAL_AA0255AA	Race 3, Biovar 1	SRR21541367;ILLUMINA;Paired;;SRX17543574;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821978	SRS15090808	2024-11-08	2022-09-23	RAL_AA0255AA	Assembled	89.5	5.2	100334	5255456	Ralstonia solanacearum;100.0%	141	1036	RAL_AA0712AA_AS
RAL_AA0256AA	YO082	SRR21541368;OXFORD_NANOPORE;Single;;SRX17543573;SRA,SRR18649585;ILLUMINA;Paired;;SRX14752554;SRA	Environment	Plant	Nightshade	1978				Africa	Gambia	Kanifing Municipal Council		Serrekunda		13.4466623	-16.70859291952589	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN27356540	SRS12513955	2024-11-08	2022-09-23	RAL_AA0256AA	Assembled	71.4	5.2	112179	5423429	Ralstonia solanacearum;97.63%	200	4481	RAL_AA0382AA_AS
RAL_AA0257AA	Race 3, Biovar 1	SRR21541369;ILLUMINA;Paired;;SRX17543572;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821977	SRS15090809	2024-11-08	2022-09-23	RAL_AA0257AA	Assembled	87	5.2	100334	5256368	Ralstonia solanacearum;100.0%	142	594	RAL_AA0713AA_AS
RAL_AA0258AA	Race 3, Biovar 1	SRR21541370;ILLUMINA;Paired;;SRX17543571;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821976	SRS15090807	2024-11-08	2022-09-23	RAL_AA0258AA	Assembled	87.7	5.2	100334	5230225	Ralstonia solanacearum;100.0%	146	1033	RAL_AA0714AA_AS
RAL_AA0259AA	Race 3, Biovar 1	SRR21541371;ILLUMINA;Paired;;SRX17543570;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821975	SRS15090805	2024-11-08	2022-09-23	RAL_AA0259AA	Assembled	71.3	5.2	110339	5255937	Ralstonia solanacearum;100.0%	136	828	RAL_AA0385AA_AS
RAL_AA0260AA	Race 3, Biovar 1	SRR21541372;ILLUMINA;Paired;;SRX17543569;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821974	SRS15090806	2024-11-08	2022-09-23	RAL_AA0260AA	Assembled	88.6	5.2	100334	5230643	Ralstonia solanacearum;100.0%	146	1442	RAL_AA0386AA_AS
RAL_AA0261AA	Race 3, Biovar 1	SRR21541373;ILLUMINA;Paired;;SRX17543568;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821973	SRS15090804	2024-11-08	2022-09-23	RAL_AA0261AA	Assembled	88	5.2	100334	5255491	Ralstonia solanacearum;100.0%	145	972	RAL_AA0387AA_AS
RAL_AA0262AA	Race 3, Biovar 1	SRR21541374;ILLUMINA;Paired;;SRX17543567;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821972	SRS15090802	2024-11-08	2022-09-23	RAL_AA0262AA	Assembled	74.9	5.2	101494	5256502	Ralstonia solanacearum;100.0%	143	986	RAL_AA0388AA_AS
RAL_AA0263AA	Race 3, Biovar 1	SRR21541375;ILLUMINA;Paired;;SRX17543566;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821971	SRS15090803	2024-11-08	2022-09-23	RAL_AA0263AA	Assembled	101	5.2	93221	5255706	Ralstonia solanacearum;100.0%	141	1146	RAL_AA0715AA_AS
RAL_AA0264AA	Race 3, Biovar 1	SRR21541376;ILLUMINA;Paired;;SRX17543565;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821970	SRS15090801	2024-11-08	2022-09-23	RAL_AA0264AA	Assembled	97.4	5.2	101836	5237350	Ralstonia solanacearum;100.0%	135	765	RAL_AA0390AA_AS
RAL_AA0265AA	Race 3, Biovar 1	SRR21541377;ILLUMINA;Paired;;SRX17543564;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821969	SRS15090799	2024-11-08	2022-09-23	RAL_AA0265AA	Assembled	91.2	5.2	101828	5246152	Ralstonia solanacearum;100.0%	138	808	RAL_AA0391AA_AS
RAL_AA0266AA	Race 3, Biovar 1	SRR21541378;ILLUMINA;Paired;;SRX17543563;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821968	SRS15090800	2024-11-08	2022-09-23	RAL_AA0266AA	Assembled	80.5	5.2	101878	5255570	Ralstonia solanacearum;100.0%	134	985	RAL_AA0392AA_AS
RAL_AA0268AA	Race 3, Biovar 1	SRR21541380;ILLUMINA;Paired;;SRX17543561;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821967	SRS15090797	2024-11-08	2022-09-23	RAL_AA0268AA	Assembled	88.5	5.2	110340	5255332	Ralstonia solanacearum;100.0%	137	603	RAL_AA0716AA_AS
RAL_AA0269AA	Race 3, Biovar 1	SRR21541381;ILLUMINA;Paired;;SRX17543560;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821966	SRS15090796	2024-11-08	2022-09-23	RAL_AA0269AA	Assembled	74	5.2	101497	5304130	Ralstonia solanacearum;98.86%	143	2454	RAL_AA0717AA_AS
RAL_AA0270AA	Race 3, Biovar 1	SRR21541382;ILLUMINA;Paired;;SRX17543559;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821965	SRS15090795	2024-11-08	2022-09-23	RAL_AA0270AA	Assembled	85.1	5.2	101497	5255216	Ralstonia solanacearum;100.0%	144	1145	RAL_AA0718AA_AS
RAL_AA0271AA	Race 3, Biovar 1	SRR21541383;ILLUMINA;Paired;;SRX17543558;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821964	SRS15090794	2024-11-08	2022-09-23	RAL_AA0271AA	Assembled	105.2	5.2	110339	5255018	Ralstonia solanacearum;100.0%	137	650	RAL_AA0396AA_AS
RAL_AA0272AA	Race 3, Biovar 1	SRR21541384;ILLUMINA;Paired;;SRX17543557;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821963	SRS15090793	2024-11-08	2022-09-23	RAL_AA0272AA	Assembled	105.7	5.2	100334	5255727	Ralstonia solanacearum;100.0%	141	450	RAL_AA0719AA_AS
RAL_AA0273AA	Race 3, Biovar 1	SRR21541385;ILLUMINA;Paired;;SRX17543556;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821962	SRS15090792	2024-11-08	2022-09-23	RAL_AA0273AA	Assembled	86.4	5.2	101836	5254919	Ralstonia solanacearum;100.0%	135	698	RAL_AA0398AA_AS
RAL_AA0274AA	Race 3, Biovar 1	SRR21541386;ILLUMINA;Paired;;SRX17543555;SRA	Environment	Plant	Solanum dulcamara	1994				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821961	SRS15090791	2024-11-08	2022-09-23	RAL_AA0274AA	Assembled	75	5.2	110340	5255412	Ralstonia solanacearum;100.0%	136	618	RAL_AA0720AA_AS
RAL_AA0275AA	Race 3, Biovar 1	SRR21541387;ILLUMINA;Paired;;SRX17543554;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821960	SRS15090790	2024-11-08	2022-09-23	RAL_AA0275AA	Assembled	63.5	5.2	100334	5255651	Ralstonia solanacearum;100.0%	150	2178	RAL_AA0721AA_AS
RAL_AA0276AA	Race 3, Biovar 1	SRR21541388;ILLUMINA;Paired;;SRX17543553;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821959	SRS15090789	2024-11-08	2022-09-23	RAL_AA0276AA	Assembled	41	5.2	101496	5255060	Ralstonia solanacearum;100.0%	141	3206	RAL_AA0401AA_AS
RAL_AA0277AA	Race 3, Biovar 1	SRR21541389;ILLUMINA;Paired;;SRX17543552;SRA	Environment	Plant	Solanum dulcamara	1993				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30821958	SRS15090788	2024-11-08	2022-09-23	RAL_AA0277AA	Assembled	58.7	5.2	101496	5216634	Ralstonia solanacearum;100.0%	135	1541	RAL_AA0722AA_AS
RAL_AA0279AA	Race 3, Biovar 1	SRR21541391;ILLUMINA;Paired;;SRX17543550;SRA	Environment	Water/River	Water	2006				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30822066	SRS15090786	2024-11-08	2022-09-23	RAL_AA0279AA	Assembled	53.9	5.2	101495	5253934	Ralstonia solanacearum;100.0%	134	1626	RAL_AA0723AA_AS
RAL_AA0280AA	Race 3, Biovar 1	SRR21541392;ILLUMINA;Paired;;SRX17543549;SRA	Environment	Water/River	Water	2006				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30822063	SRS15090785	2024-11-08	2022-09-23	RAL_AA0280AA	Assembled	48.9	5.2	101497	5255430	Ralstonia solanacearum;100.0%	146	2084	RAL_AA0724AA_AS
RAL_AA0281AA	Race 3, Biovar 1	SRR21541393;ILLUMINA;Paired;;SRX17543548;SRA	Environment	Water/River	Water	2006				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30822062	SRS15090784	2024-11-08	2022-09-23	RAL_AA0281AA	Assembled	59.9	5.2	101495	5254228	Ralstonia solanacearum;100.0%	135	1899	RAL_AA0405AA_AS
RAL_AA0282AA	Race 3, Biovar 1	SRR21541394;ILLUMINA;Paired;;SRX17543547;SRA	Environment	Water/River	Water	2006				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30822061	SRS15090783	2024-11-08	2022-09-23	RAL_AA0282AA	Assembled	52.5	5.2	93221	5253841	Ralstonia solanacearum;100.0%	146	2818	RAL_AA0406AA_AS
RAL_AA0283AA	YO135	SRR18649557;ILLUMINA;Paired;;SRX14752582;SRA,SRR21541395;OXFORD_NANOPORE;Single;;SRX17543546;SRA	Environment	Plant	Pine tree	1949				Africa	Mauritius					-19.7133169	63.5016713	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN27356589	SRS12513984	2024-11-08	2022-09-23	RAL_AA0283AA	Assembled	57.9	5.2	82993	5677975	Ralstonia solanacearum;99.82%	187	3651	RAL_AA0407AA_AS
RAL_AA0284AA	Race 3, Biovar 1	SRR21541396;ILLUMINA;Paired;;SRX17543545;SRA	Environment	Water/River	Water	2006				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30822060	SRS15090782	2024-11-08	2022-09-23	RAL_AA0284AA	Assembled	51.1	5.2	72836	5254723	Ralstonia solanacearum;100.0%	155	3731	RAL_AA0725AA_AS
RAL_AA0285AA	Race 3, Biovar 1	SRR21541397;ILLUMINA;Paired;;SRX17543544;SRA	Environment	Water/River	Water	2006				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30822059	SRS15090781	2024-11-08	2022-09-23	RAL_AA0285AA	Assembled	49.8	5.2	100334	5254023	Ralstonia solanacearum;100.0%	143	2229	RAL_AA0726AA_AS
RAL_AA0286AA	Race 3, Biovar 1	SRR21541398;ILLUMINA;Paired;;SRX17543543;SRA	Environment	Water/River	Water	2006				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30822058	SRS15090780	2024-11-08	2022-09-23	RAL_AA0286AA	Assembled	60.1	5.2	100333	5253787	Ralstonia solanacearum;100.0%	140	1360	RAL_AA0410AA_AS
RAL_AA0287AA	Race 3, Biovar 1	SRR21541399;ILLUMINA;Paired;;SRX17543542;SRA	Environment	Water/River	Water	2006				Europe	United Kingdom	England		Birmingham		52.4897433	-1.8540988	University of York	Ralstonia solanacearum					PRJNA823737	SRP367713	SAMN30822057	SRS15090779	2024-11-08	2022-09-23	RAL_AA0287AA	Assembled	61.9	5.2	96972	5253976	Ralstonia solanacearum;100.0%	138	2291	RAL_AA0727AA_AS
